search query,article date,article title,article summary
hurricane irma,2017-09-08T21:08:32+0000,"In Houston After the Storm, a City Split in Two","Life in Houston now comes with a twinge of survivor’s guilt for those in dry neighborhoods, and envy among those still dealing with floodwater."
hurricane irma,2017-09-21T14:58:15+0000,A Consumer Advocate Battles Equifax and a Storm,"“I managed to respond to the first several hundred emails, but a backlog built up as the hurricane came and went and I transported my father back home.”"
hurricane irma,2017-09-08T19:20:29+0000,Life After the Storm: Children Who Survived Katrina Offer Lessons,"Now in their 20s, they urge the youngest survivors of Harvey and Irma to seek stability from one ‘solid anchor’ — a parent, teacher, pastor or sibling"
hurricane irma,2017-09-17T10:00:37+0000,"Emmy Awards, London Underground, Hurricane Jose: Your Weekend Briefing",Here’s what you need to know about the week’s top stories.
hurricane irma,2017-09-11T19:58:15+0000,"Rohingya, Irma, North Korea: Your Tuesday Briefing",Here’s what you need to know to start your day.
hurricane irma,2017-09-07T07:03:01+0000,"What Did You Read, Watch or Listen to in The Times This Week?",A place for teenagers to engage with the news. Tell us what got your attention and why.
hurricane irma,2017-09-18T20:25:28+0000,"Cuomo, Nudged, Finally Gives de Blasio the Nod in Mayor’s Race","Gov. Andrew M. Cuomo, never one to hand out endorsements easily, finally gives one to his frequent foe, Mayor Bill de Blasio."
hurricane irma,2017-09-01T12:34:32+0000,Harvey Updates: Fire and Smoke Again Engulf Chemical Plant Near Houston,"The plant was the same facility where, on Thursday, a chemical storage trailer exploded, setting off a fire, after flooding from Harvey had knocked out equipment needed to keep the chemicals stable."
hurricane irma,2017-09-12T22:02:13+0000,"Eric Luke Trump, the President’s Newest Grandchild, Is Born to Lara and Eric Trump","President Trump shared a rare bit of personal news on Twitter: The first grandchild of his presidency, a boy, was born on Tuesday morning."
hurricane irma,2017-09-29T23:03:26+0000,Hemingway’s First Short Story Found in Key West,"The untitled, previously unknown work was written by the famous author when he was 10 years old."
hurricane irma,2017-09-29T07:21:22+0000,Trump’s Deadly Narcissism,The president strokes his ego while Americans suffer and die.
hurricane irma,2017-09-06T04:06:20+0000,"‘Dreamers,’ Irma, Vladimir Putin: Your Wednesday Briefing",Here’s what you need to know to start your day.
hurricane irma,2017-09-26T19:08:14+0000,"Are N.F.L. Ratings ‘Way Down,’ as Trump Says? Not Exactly","President Trump claimed that ratings for football games had declined precipitously, but the data doesn’t support his charge."
hurricane irma,2017-09-21T14:39:59+0000,"Senator Cassidy, Please Stop Lying about Health Care","Bill Cassidy is selling his bill by telling one falsehood after another, because the truth would scare away his colleagues."
hurricane irma,2017-09-11T17:37:15+0000,Pope Criticizes Climate Change Deniers and Trump on DACA,"On his flight back to Rome, Pope Francis said climate change deniers need to consult scientists and urged President Trump not to end DACA."
hurricane irma,2017-09-19T16:43:24+0000,Dumbo Gets a Panoramic Menu at Sugarcane Raw Bar Grill,"Asia and Latin America are in the mix, plus openings by Dale Talde and Leah Cohen, and other restaurant news."
hurricane irma,2017-09-18T20:06:14+0000,"North Korea, Rohingya, Hurricane Maria: Your Tuesday Briefing",Here’s what you need to know to start your day.
hurricane irma,2017-09-09T00:26:04+0000,‘The Lungs of Our Region Are on Fire:’ Wildfires Exact a Punishing Toll on the West,Times readers share personal stories about the wildfires sweeping across arid lands.
hurricane irma,2017-09-14T07:21:22+0000,Donald Trump Has Changed His Mind — a Heck of a Lot,"Cut those taxes! No, raise them! No, just ask Chuck and Nancy."
hurricane irma,2017-09-15T20:27:39+0000,"S.&P. 500 Crosses 2,500 for First Time","The benchmark index rose nearly five points on the day to close at 2,500.23. The Dow Jones industrial average also reached a new high at 22,268.34."
hurricane irma,2017-09-07T18:56:14+0000,"Disney Plots Streaming, From ‘Star Wars’ and Marvel to Pay-Per-Sports","All new-release movies made by Walt Disney Studios will be on the movie and TV service, while sports programming may come á la carte."
hurricane irma,2017-09-28T22:54:00+0000,"Amid Facebook’s Troubles, Message to Advertisers Stays Consistent","At Advertising Week, the social network extolled its size and reach to marketers, even while facing criticism over the misuse of its ad-targeting tools."
hurricane irma,2017-09-19T04:11:02+0000,"Corrections: September 19, 2017","Corrections appearing in print on Tuesday, September 19, 2017."
hurricane irma,2017-09-11T12:58:12+0000,"California Today: From L.A. to Florida, With Rescue Boats in Tow","Monday: Los Angeles rescuers help out in Florida, a still thriving black market for marijuana, and the brilliance of California sunsets."
hurricane irma,2017-09-11T15:08:45+0000,Trump Commemorates Sept. 11 Attacks With Vow to Conquer ‘Evil’,President Trump commemorated the anniversary of the Sept. 11 terrorist attacks with a vow to conquer evil and to keep the nation safe.
hurricane irma,2017-09-29T23:19:08+0000,Cubans Alarmed at U.S. Embassy Withdrawals and Travel Warning,"The actions, triggered by unexplained health problems among diplomats, dealt a harsh blow to the island’s plans for economic growth."
hurricane irma,2017-09-02T01:56:13+0000,"In Beaumont, Tex., Hopscotching for Food, Water and Shelter","For many residents of southeast Texas, the last few days have been spent on a series of roads to nowhere."
hurricane irma,2017-09-12T10:09:18+0000,Morning Agenda: SoFi Chief Executive to Step Down,"Mike Cagney, the financial technology start-up’s co-founder, told employees that “HR-related litigation and negative press” had become a distraction."
hurricane irma,2017-09-27T12:06:07+0000,Alabama Out-Trumps Trump,Roy Moore’s victory is a loss for Trump and a win for bigotry.
hurricane irma,2017-09-29T13:00:01+0000,"How Savannah Guthrie, of the ‘Today’ Show, Spends Her Sundays","The television host and children’s book author “sleeps in” until 6 a.m., enjoys a hearty breakfast, and then hits the town with her family."
hurricane irma,2017-09-11T04:03:11+0000,Bills Defeat the Jets in a Clash of Expected Also-Rans,"Buffalo quarterback Tyrod Taylor threw two touchdown passes, running back LeSean McCoy racked up 110 yards, and the Bills won a game between teams with slim prospects."
hurricane irma,2017-09-07T22:06:15+0000,Montana Battles Wildfires Amid a Severe Drought,"The fire season was extreme this year in Montana, and it is not over yet. Thousands of people have been evacuated, and two firefighters have died."
hurricane irma,2017-09-06T03:11:57+0000,Yankees Gain a Measure of Satisfaction in Red Sox’ Embarrassment,"The team was already aware that Boston had used electronics to steal its signs, which is against league rules. So there was little surprise in the clubhouse."
hurricane irma,2017-09-20T18:06:33+0000,Confident Fed Sets Stage for December Rate Increase,"The Federal Reserve said a trio of punishing hurricanes were unlikely to reduce the pace of economic growth, and it continued to dismantle its stimulus programs."
hurricane irma,2017-09-12T07:21:24+0000,"In Haiti, a Building Fights Cholera","Even in a runaway and deadly epidemic, architecture can become an important element of a cure."
hurricane irma,2017-09-12T13:35:02+0000,"Macron Faces First Big Street Protests, a Challenge to His Labor Overhaul","Rallies were held in a number of cities, and union workers went on strike, to oppose the French president’s planned changes to the employment code."
hurricane irma,2017-09-13T02:45:36+0000,"Rays Make Themselves at Home, Beating the Yankees and Sonny Gray","Gray, who pitched a great game but again got little offensive support, lost on a home run he surrendered in the eighth inning."
hurricane irma,2017-09-14T22:50:46+0000,Five Tips for Choosing a Reliable Nursing Home,"Following the deaths of eight Florida nursing home residents in the aftermath of Hurricane Irma, experts offer advice on picking a good facility."
hurricane irma,2017-09-12T00:09:46+0000,Yankees Fans Enjoy $25 Tickets and an Easy Victory,Monday’s game between the Yankees and Tampa Bay enabled fans to sit right near the field for prices that might normally leave them in the upper deck.
hurricane irma,2017-09-08T07:21:25+0000,Christine Todd Whitman: How Not to Run the E.P.A.,The agency is too important to treat like a reality TV show. People’s lives and our country’s resources are at stake.
hurricane irma,2017-09-27T22:00:25+0000,"Tax Plan, Roy Moore, Puerto Rico: Your Wednesday Evening Briefing",Here’s what you need to know at the end of the day.
hurricane irma,2017-09-16T00:48:21+0000,Pleas for Help at Florida Nursing Home Where Heat Took Lives,"The home said it had called the power utility repeatedly after its air-conditioning went out, and was assured that help was on the way."
hurricane irma,2017-09-12T20:00:32+0000,"Apple, North Korea, Florida: Your Wednesday Briefing",Here’s what you need to know to start your day.
hurricane irma,2017-09-15T14:21:28+0000,"The Suburb of the Future, Almost Here","Millennials want a different kind of suburban development that is smart, efficient and sustainable."
hurricane irma,2017-09-11T00:59:13+0000,Yankees Prepare to Settle in at Home After Soundly Defeating Rangers,"The Yankees left the road on a high note, hoping to make the most of a return to New York, where they have fared much better this season."
hurricane irma,2017-09-18T04:09:52+0000,"United Nations, Facebook, Hamas: Your Monday Briefing",Here’s what you need to know to start your day.
hurricane irma,2017-09-28T18:00:20+0000,"After the Tsunami, Japan’s Sea Creatures Crossed an Ocean","Hundreds of species — mussels, crabs and others — traveled thousands of miles on plastic debris to American shores."
hurricane irma,2017-09-21T22:03:50+0000,"North Korea, Puerto Rico, Mexico: Your Thursday Evening Briefing",Here’s what you need to know at the end of the day.
hurricane irma,2017-09-12T12:50:29+0000,California Today: What It Means to Be a ‘Sanctuary State’,"Monday: A compromise on immigration enforcement, an ant-sniffing dog and an attempt to slow the state’s revolving door."
hurricane irma,2017-09-06T18:28:22+0000,Fantasy Football Week 1: Players to Start on Sunday,"Most fantasy owners did not draft Carson Palmer to be their main quarterback, but they may want to consider him against the Lions."
hurricane irma,2017-09-28T22:12:22+0000,"Menendez’s Actions on a Donor’s Behalf Were ‘Unusual,’ Witnesses Say","Witnesses in the corruption trial of Senator Robert Menendez, a Democrat, said he used his seats on two powerful senate committees to help a wealthy donor."
hurricane irma,2017-09-28T09:35:46+0000,"Tax Plan, Catalonia, Hugh Hefner: Your Thursday Briefing",Here’s what you need to know to start your day.
hurricane irma,2017-09-25T23:41:19+0000,Reading Something in the N.F.L. Ratings? You’re Probably Wrong,"Amid protests against police brutality and in the wake of the president’s tweets, the war over television ratings has become explicitly political."
hurricane irma,2017-09-19T16:10:08+0000,A Decaying Waterfront in Washington Returns to Life,The revitalization of the Wharf follows a pattern in other cities that have transformed industrial and commercial riverfronts into prime destinations.
hurricane irma,2017-09-20T02:00:01+0000,Green Monster’s Ballpark,Hal Moore collects a complete set.
hurricane irma,2017-09-14T09:28:43+0000,"Donald Trump, Florida, Martin Shkreli: Your Thursday Briefing",Here’s what you need to know to start your day.
hurricane irma,2017-09-28T09:00:19+0000,"With Tax Cuts on the Table, Once-Mighty Deficit Hawks Hardly Chirp","Senate Republicans are pressing ahead with a plan to cut taxes by up to $1.5 trillion, and those worried about the deficit have little company."
hurricane irma,2017-09-15T00:36:05+0000,"Why Did Trump Work Again With Democrats? ‘He Likes Us,’ Schumer Says","For the moment, at least, a kitchen-table approach to congressional deal-making seems to have broken a legislative stalemate."
hurricane irma,2017-09-28T04:00:01+0000,Can a $300 Cooler Unite America?,"Whether you’re in either of the Portlands or in Mobile, Ala., Yeti is how America keeps luxuriously cool."
hurricane irma,2017-09-05T09:29:57+0000,"North Korea, ‘Dreamers,’ Rohingya: Your Tuesday Briefing",Here’s what you need to know to start your day.
hurricane irma,2017-09-28T04:03:03+0000,"Catalonia, Saudi Arabia, Hugh Hefner: Your Thursday Briefing",Here’s what you need to know to start your day.
hurricane irma,2017-09-13T19:53:24+0000,"North Korea, Rohingya, United Nations: Your Thursday Briefing",Here’s what you need to know to start your day.
hurricane irma,2017-09-12T04:37:04+0000,"Florida, Rohingya, North Korea: Your Tuesday Briefing",Here’s what you need to know to start your day.
hurricane irma,2017-09-05T20:19:50+0000,"North Korea, Myanmar, Vladimir Putin: Your Wednesday Briefing",Here’s what you need to know to start your day.
hurricane irma,2017-09-06T20:11:59+0000,"Myanmar, Florida, Vladimir Putin: Your Thursday Briefing",Here’s what you need to know to start your day.
hurricane irma,2017-09-21T19:55:25+0000,"North Korea, Puerto Rico, Iran: Your Friday Briefing",Here’s what you need to know to start your day.
hurricane irma,2017-09-22T04:13:39+0000,"North Korea, Angela Merkel, Laver Cup: Your Friday Briefing",Here’s what you need to know to start your day.
hurricane irma,2017-09-14T04:06:06+0000,"Jean-Claude Juncker, Rohingya, Russia: Your Thursday Briefing",Here’s what you need to know to start your day.
hurricane irma,2017-09-09T20:23:05+0000,President Trump’s War on Science,The White House and its lackeys in certain federal agencies are censoring scientific inquiry that could inform the public and government policy.
hurricane irma,2017-09-08T21:20:13+0000,New White House Chief of Staff Has an Enforcer,"The first step in taming the White House, John F. Kelly believes, is installing a No. 2 who is willing to be hated."
hurricane irma,2017-09-12T07:21:24+0000,The Best and Worst News of the Summer. Mostly Worst.,"Amid all the political tumult, both parties are cracking up. Will they dissolve or reshape?"
hurricane irma,2017-09-17T14:23:35+0000,N.F.L. Highlights: Here’s What We Learned in Week 2,"Tom Brady led the Patriots over the Saints, the Broncos dominated the Cowboys, and the Jaguars fell back down to Earth."
hurricane irma,2017-09-07T19:49:06+0000,N.F.L. Predictions: Who We Pick to Win in Week 1,"The N.F.L. kicks off with some strong matchups, including the Seahawks at Packers and the Giants at Cowboys. Here’s who we think will win."
hurricane irma,2017-09-12T09:00:23+0000,What Could We Lose if a NASA Climate Mission Goes Dark?,"Researchers are racing to replace the pioneering Grace satellites, which are threatened by both dying batteries and Trump-era budget cuts."
hurricane irma,2017-09-14T18:54:34+0000,"What Did You Read, Watch or Listen to in The Times This Week?","Our favorite student comments from last week, and an invitation to join the conversation this week."
hurricane irma,2017-09-14T14:51:37+0000,N.F.L. Week 2 Picks: Patriots Should Bounce Back; Packers Over Falcons,"The N.F.L. has a jam-packed slate, including a rematch of last year’s N.F.C. championship game. Here’s who we think will win."
hurricane irma,2017-09-14T20:18:30+0000,Still Processing: Lessons in Loss and Power from Venus Williams and Rihanna,"We watch the scene at the rollout of the singer’s new cosmetics line, Fenty Beauty, and observe Williams’s extreme grace on the tennis court."
hurricane irma,2017-10-06T19:55:27+0000,Many of Florida’s Sea Turtle Nests Were Destroyed by Hurricane Irma,The storm obliterated nests during what scientists had hoped would be a record year for leatherback and green turtles.
hurricane irma,2017-10-22T18:30:16+0000,Still Waiting for FEMA in Texas and Florida After Hurricanes,"After Harvey and Irma, residents are waiting weeks for FEMA inspections and hours on hold when calling the agency’s help line."
hurricane irma,2017-10-30T09:00:01+0000,Damage in Deserted Barbuda,"Hurricane Irma forced the entire island of Barbuda to evacuate in September. Prime Minister Gaston Browne explains what's still keeping many of its 1,700 residents from their homes."
hurricane irma,2017-10-11T23:26:49+0000,Has America Forgotten the Virgin Islands?,"“It feels like we’ve been left to ourselves,” my friend said to me."
hurricane irma,2017-10-26T10:28:26+0000,Atlantic Hurricanes Wipe Out Reinsurers’ Profits in Europe,"Munich Re, one of the largest insurers of insurance companies, said Harvey, Irma and Maria would push it to a third-quarter loss. Higher premiums may follow."
hurricane irma,2017-10-16T09:00:37+0000,How the Florida Keys Are Coming Back to Life,"Hurricane Irma caused extensive damage. But the main road through the islands is open — and many hotels, restaurants and festivals are back in business."
hurricane irma,2017-10-05T00:10:35+0000,White House Asks Congress for $29 Billion in Hurricane Aid,The administration asked lawmakers to approve more relief for Puerto Rico and other areas battered by hurricanes and to shore up the federal flood insurance program.
hurricane irma,2017-10-24T21:57:41+0000,Senate Approves $36.5 Billion Aid Package as Hurricane Costs Mount,"The second installment of disaster aid, which the House approved earlier this month, includes a bailout of the National Flood Insurance Program."
hurricane irma,2017-10-17T00:59:34+0000,"911 Calls From Nursing Home Where Residents Died: ‘Oh My God, This Is Crazy’","The police in Hollywood, Fla., released 911 calls from a nursing home under investigation after some of its residents died in the post-hurricane heat."
hurricane irma,2017-10-12T19:27:43+0000,House Approves $36.5 Billion Hurricane and Wildfire Aid Package,"The relief package is the second installment of aid passed by lawmakers to respond to this year’s hurricanes, and much more money will still be needed."
hurricane irma,2017-10-05T14:44:18+0000,Tropical Storm Nate Expected to Hit Gulf Coast as a Hurricane,Tropical Storm Nate was expected to strengthen into a hurricane. Officials cautioned that residents from Louisiana to the Florida Panhandle were at risk.
hurricane irma,2017-10-25T09:00:36+0000,"For an Endangered Animal, a Fire or Hurricane Can Mean the End","When a wildfire swept through Arizona, all but 35 rare red squirrels disappeared. After California’s fires and Hurricanes Harvey, Maria and Irma, so did other near-extinct animals."
hurricane irma,2017-10-04T11:41:04+0000,‘Are You FEMA?’ Reporter Returns to Islands to Find Despair,A politics correspondent who lived on St. Thomas 15 years ago is reminded how uniquely isolated America’s Caribbean territories are.
hurricane irma,2017-10-23T08:55:21+0000,How to Keep the Lights On After a Hurricane,"We can’t eliminate storms and high winds. But we can modernize the electric grid, save on fossil fuels and reduce emissions of greenhouse gases."
hurricane irma,2017-10-11T22:32:39+0000,"10 Hurricanes in 10 Weeks: With Ophelia, a 124-Year-Old Record is Matched","With Tropical Storm Ophelia’s transition to Hurricane Ophelia, 2017 became the first year since 1893 in which 10 Atlantic storms in a row reached hurricane strength."
hurricane irma,2017-10-22T01:45:52+0000,Ex-Presidents and Trump Show Unity at Hurricane Benefit Concert,"The concert is part of a fund-raising campaign, One America Appeal, aimed at assisting hurricane recovery efforts."
hurricane irma,2017-10-13T16:38:25+0000,"During Storms, Most Animals Take Shelter. But Some Birds Take Flight.","Some birds and animals found shelter during recent hurricanes, but many will struggle to live in a changed environment."
hurricane irma,2017-10-26T10:00:02+0000,Why Doing Good Is Good for the Do-Gooder,Volunteering is linked to health benefits including lower blood pressure and decreased mortality rates.
hurricane irma,2017-10-19T18:38:44+0000,Couples Are Forced Into Plan B After Fires and Hurricanes,Many couples had to scramble for alternate wedding sites when hurricanes and California wildfires disrupted best-laid plans.
hurricane irma,2017-10-06T16:44:25+0000,How Hurricanes Skewed September’s Job Numbers,The storms that battered Texas and the Southeast resulted in people stuck at home or working part-time last month. The leisure and hospitality industry was hard hit.
hurricane irma,2017-10-24T19:41:20+0000,"In Puerto Rico, We Invented Resilience","Once again, we realize that we’re one of the Caribbean peoples on the hurricane highway."
hurricane irma,2017-10-20T01:19:26+0000,Puerto Ricans Ask: When Will the Lights Come Back On?,"A month after Hurricane Maria knocked out power, 80 percent of Puerto Rico remains without electricity. And progress is slow."
hurricane irma,2017-10-29T17:07:16+0000,Puerto Rico Cancels Whitefish Energy Contract to Rebuild Power Lines,The move came following concerns about how the small Montana company won a contract for up to $300 million to rebuild part of the island’s hurricane-ravaged electrical grid.
hurricane irma,2017-10-20T16:36:18+0000,"Vacationing in the United States? Be Warned, Some Countries Say","Mass shootings, potential terrorist attacks and natural disasters lead to a spate of new travel advisories."
hurricane irma,2017-10-04T19:45:26+0000,Island in Crisis: Teaching About Puerto Rico After Hurricane Maria,"In this lesson plan, we help students to learn more about current events in Puerto Rico using New York Times reporting and videos."
hurricane irma,2017-10-07T18:30:22+0000,Our Changing Climate Mind-Set,Global warming rejecters like President Trump and Scott Pruitt are having more and more difficulty defending their position.
hurricane irma,2017-10-12T20:59:15+0000,Finding Water in Puerto Rico: An Endless Game of Cat and Mouse,"Three weeks after Hurricane Maria, much of Puerto Rico still lacks safe tap water, and bottling plants are crippled, leaving residents to scramble after scarce supplies from the mainland."
hurricane irma,2017-10-13T13:05:50+0000,"Trump: ‘We’ll Be There’ for Puerto Rico, a Day After Critical Messages","A day after warning that he “cannot keep” troops and emergency workers in the hurricane-ravaged island “forever,” the president signals solidarity."
hurricane irma,2017-10-05T14:44:31+0000,"After the Storm, a New Puerto Rican Pride","Friends share meals, volunteers direct traffic and streets are lined with extension cords so people can share power from “neighborhood generators.”"
hurricane irma,2017-10-27T20:46:19+0000,"While Tax Cuts Remain Theoretical, the Economy Blooms","The U.S. economy grew 3 percent last quarter, despite Hurricanes Harvey and Irma, but protectionist policies could put the trend at risk."
hurricane irma,2017-10-30T12:55:10+0000,Lennar Makes Deal for CalAtlantic as Home Builders Face Challenges,"The merger would create the nation’s largest home builder in an industry that faces an array of challenges, including natural disasters and a labor shortage."
hurricane irma,2017-10-13T09:00:25+0000,"The Recovery Process: Caribbean Tourism, Island by Island","In the wake of hurricanes Irma and Maria, a look at the destruction, bright spots and uncertain future."
hurricane irma,2017-10-12T17:25:12+0000,Trump’s Latest Outrage Against Puerto Rico,"Surely, the president knows Puerto Ricans are American citizens. After all, he understands that it’s an island, surrounded by “big water.”"
hurricane irma,2017-10-23T00:57:06+0000,"A Big Week for Earnings, and an Estimate for Economic Growth","European banks, tech companies and the big oil companies are all reporting their third-quarter results. And the economy is expected to have slowed."
hurricane irma,2017-10-04T09:00:26+0000,Priority for Airbnb’s Brian Chesky: Social Responsibility,The chief executive activated Airbnb’s disaster relief program after hurricanes Harvey and Irma. The company also took a stand against white supremacists.
hurricane irma,2017-10-30T16:55:17+0000,"José Andrés Fed Puerto Rico, and May Change How Aid Is Given","The chef’s huge effort is just the latest led by cooks, who are showing a more agile, locally based way to feed people after a disaster."
hurricane irma,2017-10-24T23:54:58+0000,"From Montana to Puerto Rico, a Small Firm Strikes a Powerful Deal",A $300 million contract between Whitefish Energy and Puerto Rican officials is drawing scrutiny in Washington.
hurricane irma,2017-10-08T01:21:41+0000,"Corrections: October 8, 2017","Corrections appearing in print on Sunday, October 8, 2017."
hurricane irma,2017-10-27T12:31:32+0000,U.S. Economy’s 3% Spurt Emboldens Tax Cut Supporters (and Critics),"Republicans said the new G.D.P. report signaled increased business spending in anticipation of a corporate tax cut, though many economists are skeptical."
hurricane irma,2017-10-13T12:59:44+0000,Puerto Rico vs. Florida and Texas,How President Trump talks about hurricane victims.
hurricane irma,2017-10-09T01:13:21+0000,"Nobel in Economics Announced, and Bank Earnings Begin","The Nobel Memorial Prize in Economic Science will be announced on Monday, and several banks will report earnings toward the end of the week."
hurricane irma,2017-10-18T17:43:25+0000,5 Ways to Protect Yourself Against Unexpected Wedding Catastrophe,"You’ve planned months and months in advance and now weather, wildfires and other unforeseen events are wreaking havoc. Here’s how you might save the day."
hurricane irma,2017-10-05T18:00:01+0000,How to Navigate Extreme Weather on a Trip,Take the earliest flight of the day—and see if your credit cards and loyalty programs can help you out if your travel plans are disrupted.
hurricane irma,2017-10-10T17:13:35+0000,"Puerto Rico’s Health Care Is in Dire Condition, Three Weeks After Maria","As the island struggles to recover from the devastation of Hurricane Maria, sick people remain in mortal peril. Hospitals are short of medicines, power supplies and staff."
hurricane irma,2017-10-24T09:00:28+0000,‘Like Going Back in Time’: Puerto Ricans Put Survival Skills to Use,"Using generators, rationing and even bonfires, Puerto Ricans have had to get creative to survive weeks without power or regular water and food after Hurricane Maria."
hurricane irma,2017-10-24T20:01:04+0000,3 Killings in Tampa Frighten Residents and Perplex the Police,"“Everybody at this point is a suspect,” the city’s interim police chief told residents at a community meeting."
hurricane irma,2017-10-30T09:23:31+0000,"Paul Manafort, Kevin Spacey, Houston Astros: Your Monday Briefing",Here’s what you need to know to start your day.
hurricane irma,2017-10-24T09:00:27+0000,"In Puerto Rico, Creating Art From Hardship","Inspired by troubles in the territory, the sculptors Jennifer Allora and Guillermo Calzadilla will debut their latest work at Miami’s new museum in December."
hurricane irma,2017-10-15T13:35:03+0000,Fed’s Janet Yellen Says the Economy Remains in Good Health,"Janet L. Yellen, the Federal Reserve chairwoman, gave an upbeat assessment but said inflation was likely to rise as the domestic economy continued to grow."
hurricane irma,2017-10-14T13:13:09+0000,"Why Surge Prices Make Us So Mad: What Springsteen, Home Depot and a Nobel Winner Know","People typically don’t like it when prices fluctuate with supply and demand, but there are ways companies can make it more palatable and fair."
hurricane irma,2017-10-21T22:10:31+0000,Things Are Looking Up for the Yankees’ Thumbs Down Guy,A Mets fan who expressed his displeasure with a home run by the Yankees’ Todd Frazier in a September game against the Rays at Citi Field has become an unlikely celebrity.
hurricane irma,2017-10-14T09:29:00+0000,There’s Still Time to Enroll in Obamacare: Five Answers to Questions About Getting Covered,Some changes you should know about in the final days to sign up for health insurance.
hurricane irma,2017-10-14T03:57:36+0000,Downtown Miami: More Than a Gateway to the Beach,"Downtown Miami is bustling again, and a new express train connecting it to Palm Beach is set to deliver more visitors by year’s end."
hurricane irma,2017-10-13T12:00:15+0000,"Your Week in Culture: Jay-Z, Eugene O’Neill and ‘Princess Bride’ in Theaters Nationwide","Also the week of Oct. 15: Monteverdi’s groundbreaking “Orfeo” in Manhattan, and Mona Hatoum’s sly sculptures in Houston."
hurricane irma,2017-10-27T15:22:37+0000,"Tesla’s Tiered Pricing Is a Hurdle, but a Fair One","By restricting the range of its cars for a reduced price, Tesla annoyed some critics, but it was engaging in a common and beneficial practice."
hurricane irma,2017-10-09T16:00:17+0000,An Ailey Dancer Loyal to His Miami Roots and Mentor,How does an introverted boy with a troubled home life become a world-class dancer? Jamar Roberts found a teacher.
hurricane irma,2017-10-05T18:29:27+0000,"Race, Banned Books, Fake News and Sleep: Our Favorite Student Comments of the Week","A look at the best responses from the last several days, and an invitation to join the conversation yourself."
hurricane irma,2017-10-16T23:50:44+0000,"Hillary Clinton, the N.F.L., Roy Moore and Other Asides From the President","President Trump, during a news conference, touched on topics as wide-ranging as disaster relief, the special counsel and assault allegations."
hurricane irma,2017-10-02T13:12:27+0000,"Stephen Paddock, Las Vegas Suspect, Was a Gambler Who Drew Little Attention","The man who police say killed dozens of people and then himself Sunday night was described as a retiree who lived quietly, liked to gamble, and had no criminal record."
hurricane irma,2017-10-12T09:30:55+0000,"Donald Trump, Harvey Weinstein, New York Yankees: Your Thursday Briefing",Here’s what you need to know to start your day.
hurricane irma,2017-10-09T22:02:19+0000,"Clean Power Plan, Harvey Weinstein, N.F.L.: Your Monday Evening Briefing",Here’s what you need to know at the end of the day.
hurricane irma,2017-10-27T12:00:23+0000,"Your Week in Culture: Steve Reich, Grizzly Bear and the Bass’s Reopening in Miami",Also the week of Oct. 29: Eiko Otake dancing at the Metropolitan Museum of Art; and a televised sequel to Helen Macdonald’s memoir “H Is for Hawk.”
hurricane irma,2017-10-23T09:38:44+0000,"Bill O’Reilly, Japan, Justin Timberlake: Your Monday Briefing",Here’s what you need to know to start your day.
hurricane irma,2017-10-03T01:11:53+0000,"Minnesota Lynx, a Model W.N.B.A. Franchise, Eye Another Title","The Lynx play the Sparks on Wednesday night in a decisive Game 5 of the finals, hoping to win their fourth championship since 2011."
hurricane irma,2017-10-19T17:36:38+0000,"A Boom in Credit Cards: Great News for Banks, Less So Consumers","Card debt has soared to record levels, generating big profits for banks but leaving some people with unmanageable payments."
hurricane irma,2017-10-03T09:05:31+0000,The Golden Age of ‘Existential’ Dread,"How French intellectuals, cigarette smoke and questions of the self gave way to an obsession with apocalypse."
hurricane irma,2017-10-20T10:00:30+0000,A Rabbi Finds Love on Tinder,"“Being a rabbi really impeded my dating life,” the groom said."
hurricane irma,2017-10-05T20:49:25+0000,The Jamaican Apple Pickers of Upstate New York,"Visiting under the H-2A program, which brings temporary agricultural labor to the U.S., Jamaicans have worked in New York orchards since World War II."
hurricane irma,2017-11-26T10:00:22+0000,No Man’s Land: Barbuda After Irma,"The Caribbean island of Barbuda felt the full force of Hurricane Irma. Now, a struggle to control its future is underway. On one side are Barbudans who own the land and want to preserve their unique way of life — on the other, the government and f..."
hurricane irma,2017-11-10T10:00:30+0000,After Irma and Maria: How 3 Spots on the U.S. Virgin Islands Are Faring,"More than two months after the disaster on the U.S. Virgin Islands began, we checked back on some spots that we visited and photographed not long after the storms hit."
hurricane irma,2017-11-06T05:01:28+0000,Edwidge Danticat: Dawn After the Tempests,The novelist Edwidge Danticat reflects on the devastation from Hurricanes Irma and Maria to many Caribbean islands whose economies rely on tourism.
hurricane irma,2017-11-09T05:01:28+0000,Trump Ignores Climate Change. That’s Very Bad for Disaster Planners.,The Federal Emergency Management Agency is trying to prepare for bigger floods even as the White House is hostile to talking about climate change.
hurricane irma,2017-11-09T02:22:41+0000,"Puerto Rico Deaths Spike, but Few Are Attributed to Hurricane","Officials said deaths spiked in September, casting doubt on the official storm toll even as FEMA planned to fly 3,000 residents in shelters off the island."
hurricane irma,2017-11-10T01:29:19+0000,Puerto Rico’s Second-Class Treatment on Food Aid,A 35-year-old budget cap has denied the island the more generous and swifter relief that storm victims this year in Texas and Florida received.
hurricane irma,2017-11-03T14:21:01+0000,Puerto Rico on Her Mind: How to Help a Stricken Island Called Home,"Many loyal visitors to the Caribbean, including this writer, plan to travel to their island getaways, eager to help out, if only with their tourism dollars."
